Millis,Data,Torque(Nm),Thrust(Kg),AC1(A),AC2(A),AC3(A),DC_Total(A),Voltage(V),Electrical power(W),RPM,Throttle(%), Motor State
61415,2026-03-12 14:17:42,"0,149","1,424","6,72","7,3","6,28","3,01","16,52","49,7","1964,1",28,RAMPA
62385,2026-03-12 14:17:43,"0,137","1,49","7,02","7,6","6,57","3,3","16,5","54,37","2001,5",29,RAMPA
63452,2026-03-12 14:17:44,"0,184","1,597","7,49","8,02","6,98","3,75","16,49","61,88","2032,4",30,RAMPA
64519,2026-03-12 14:17:45,"0,202","1,596","7,46","7,9","6,88","3,81","16,49","62,83","2116,7",30,PATAMAR_5S
65586,2026-03-12 14:17:46,"0,183","1,598","7,58","8,08","6,94","3,82","16,48","62,97","2064,5",30,PATAMAR_5S
66653,2026-03-12 14:17:47,"0,188","1,598","7,49","7,92","6,82","3,98","16,48","65,52","2020,4",30,CALC_DEG
67720,2026-03-12 14:17:48,"0,205","1,595","7,51","7,97","6,8","4,17","16,48","68,7","2080,6",30,RAMPA
68787,2026-03-12 14:17:49,"0,229","1,652","7,7","8,37","6,88","4,61","16,48","75,94","2044,5",31,RAMPA
69854,2026-03-12 14:17:50,"0,201","1,689","7,91","8,34","6,98","5,08","16,46","83,6","2120,8",32,RAMPA
70921,2026-03-12 14:17:51,"0,211","1,749","8,03","8,63","7,43","5,36","16,45","88,17","2088,6",33,RAMPA
71988,2026-03-12 14:17:52,"0,198","1,852","8,63","9,15","7,68","5,08","16,43","83,44","2217,2",34,RAMPA
73055,2026-03-12 14:17:53,"0,255","1,91","8,68","9,28","7,82","4,99","16,43",82,"2245,3",35,RAMPA
74122,2026-03-12 14:17:54,"0,227","1,975",9,"9,65","7,77","5,01","16,42","82,35","2249,3",36,RAMPA
75189,2026-03-12 14:17:55,"0,291","2,044","9,35","9,96","8,11","5,35","16,4","87,75","2253,3",37,RAMPA
76257,2026-03-12 14:17:57,"0,266","2,128","9,64","10,43","8,43","5,8","16,38","94,99","2443,8",38,RAMPA
77227,2026-03-12 14:17:58,"0,264","2,197","9,85","10,73","8,88","6,42","16,38","105,21","2359,4",39,RAMPA
78294,2026-03-12 14:17:59,"0,322","2,262","10,1","10,96","8,82","6,47","16,37","105,94","2490,3",40,RAMPA
79264,2026-03-12 14:18:00,"0,342","2,271","10,13","10,94","9,11","6,37","16,36","104,17","2412,4",40,PATAMAR_5S
80331,2026-03-12 14:18:01,"0,333","2,271","10,12","10,91","9,05","6,35","16,35","103,86","2438,1",40,PATAMAR_5S
81398,2026-03-12 14:18:02,"0,342","2,271","9,98","10,92","9,15","6,42","16,36","105,04",2430,40,CALC_DEG
82465,2026-03-12 14:18:03,"0,307","2,27","10,01","10,93","9,15","6,59","16,36","107,8","2393,9",40,RAMPA
83532,2026-03-12 14:18:04,"0,33","2,315","10,26","11,11","9,38","6,85","16,36",112,"2450,1",41,RAMPA
84599,2026-03-12 14:18:05,"0,311","2,391","10,62","11,65","9,88","7,46","16,33","121,85","2490,3",42,RAMPA
85666,2026-03-12 14:18:06,"0,305","2,466","10,89","11,89","10,08","7,79","16,32","127,24","2478,2",43,RAMPA
86733,2026-03-12 14:18:07,"0,281","2,52","11,17","12,09","10,1","8,15","16,31","132,86","2518,4",44,RAMPA
87800,2026-03-12 14:18:08,"0,31","2,566","11,43","12,33","10,3","9,47","16,29","154,28","2687,1",45,RAMPA
88867,2026-03-12 14:18:09,"0,306","2,629","11,79","12,67","10,57","8,3","16,27","135,06","2550,5",46,RAMPA
89934,2026-03-12 14:18:10,"0,297","2,747","12,1","13,03","11,02","9,74","16,25","158,35",2655,47,RAMPA
91001,2026-03-12 14:18:11,"0,329","2,805","12,5","13,34","11,22","9,89","16,25","160,7","2630,9",48,RAMPA
92068,2026-03-12 14:18:12,"0,361","2,845","12,56","13,52","11,44","10,75","16,24","174,5",2667,49,RAMPA
93136,2026-03-12 14:18:13,"0,357","2,906","12,86","13,72","11,58","10,32","16,22","167,28","2724,7",50,RAMPA
94106,2026-03-12 14:18:14,"0,354","2,9","12,84","13,82","11,73","10,67","16,21","172,96",2704,50,PATAMAR_5S
95173,2026-03-12 14:18:15,"0,345","2,906","12,84","13,69","11,54","10,79","16,21","174,97","2731,3",50,PATAMAR_5S
96143,2026-03-12 14:18:16,"0,366","2,902","12,8","13,73","11,66","10,57","16,18","171,02","2686,3",50,CALC_DEG
97113,2026-03-12 14:18:17,"0,339","2,901","12,86","13,82","11,69","10,88","16,2","176,35","2770,3",50,RAMPA
98083,2026-03-12 14:18:18,"0,367","2,982","13,65","14,03","12,64","11,22","16,18","181,61","2726,1",51,RAMPA
99150,2026-03-12 14:18:19,"0,396","3,052","13,44","14,41","12,47","11,03","16,16","178,18","2783,5",52,RAMPA
100120,2026-03-12 14:18:20,"0,389","3,09","13,72","14,63","12,67","11,59","16,16","187,22","2832,1",53,RAMPA
101090,2026-03-12 14:18:21,"0,356","3,134","13,88","14,69","12,81","12,09","16,13","195,1","2854,2",54,RAMPA
102060,2026-03-12 14:18:22,"0,398","3,242","14,42","15,44","13,38","12,75","16,12","205,55","2840,9",55,RAMPA
103321,2026-03-12 14:18:24,"0,415","3,336","14,67","15,65","13,59","12,63","16,09","203,27","2834,5",56,RAMPA
104388,2026-03-12 14:18:25,"0,417","3,366","14,84","15,81","13,68","12,8","16,08","205,76","2851,8",57,RAMPA
105455,2026-03-12 14:18:26,"0,409","3,416","15,08","16,06","13,93","13,38","16,07",215,"2855,8",58,RAMPA
106522,2026-03-12 14:18:27,"0,387","3,497","15,46","16,51","14,39","14,02","16,05","224,97",2900,59,RAMPA
107589,2026-03-12 14:18:28,"0,443","3,563","15,72","16,85","14,57","14,45","16,03","231,6",2900,60,RAMPA
108656,2026-03-12 14:18:29,"0,399","3,563","15,66","16,82","14,63","14,66","16,02","234,95","2883,9",60,PATAMAR_5S
109723,2026-03-12 14:18:30,"0,392","3,554","15,67","16,71","14,66","14,61","16,01","233,95",2896,60,PATAMAR_5S
110791,2026-03-12 14:18:31,"0,441","3,559","15,69","16,72","14,62","14,33",16,"229,16","2925,4",60,CALC_DEG
111858,2026-03-12 14:18:32,"0,445","3,559","15,65","16,71","14,63","14,46",16,"231,31","2960,2",60,RAMPA
112925,2026-03-12 14:18:33,"0,443","3,606","15,87","16,95","14,83","14,96","15,98","239,09","2916,1",61,RAMPA
113992,2026-03-12 14:18:34,"0,492","3,639","16,04","17,11","15,1","15,08","15,97","240,8","2952,2",62,RAMPA
115059,2026-03-12 14:18:35,"0,443","3,719","16,48","17,55","15,51","15,79","15,94","251,58","2980,3",63,RAMPA
116029,2026-03-12 14:18:36,"0,522","3,794","16,85","17,89","15,74","16,29","15,92","259,39","3008,8",64,RAMPA
116999,2026-03-12 14:18:37,"0,441","3,832","16,96","17,96","15,87","16,62","15,92","264,46","3008,8",65,RAMPA
117969,2026-03-12 14:18:38,"0,469","3,882","17,16","18,29","15,99","16,96","15,87","269,21","3017,7",66,RAMPA
119036,2026-03-12 14:18:39,"0,473","3,953","17,45","18,55","16,27","18,15","15,85","287,71","3048,6",67,RAMPA
120103,2026-03-12 14:18:40,"0,453","4,009","17,78","18,97","16,57","18,59","15,84","294,47","3052,6",68,RAMPA
121170,2026-03-12 14:18:41,"0,48","4,069","18,2","19,12","16,69","19,89","15,82","314,65","3096,8",69,RAMPA
122237,2026-03-12 14:18:43,"0,526","4,117","18,15","19,48","16,99","19,06","15,8","301,21","3116,9",70,RAMPA
123304,2026-03-12 14:18:44,"0,553","4,128","17,75","19,24","17,38","19,19","15,8","303,15","3092,8",70,PATAMAR_5S
124371,2026-03-12 14:18:45,"0,521","4,106","17,53","18,44","17,22","21,21","15,79","335,01","3080,7",70,PATAMAR_5S
125438,2026-03-12 14:18:46,"0,559","4,108","18,36","19,68","16,66","17,29","15,79","273,03","3076,7",70,CALC_DEG
126505,2026-03-12 14:18:47,"0,555","4,1","18,97","19,08","16,03","18,7","15,78","295,03","3088,8",70,RAMPA
127572,2026-03-12 14:18:48,"0,571","4,129","18,24","19,49","16,77","18,36","15,75","289,15","3056,6",71,RAMPA
128639,2026-03-12 14:18:49,"0,51","4,238","18,69","19,94","17,17","19,49","15,74","306,76","3112,9",72,RAMPA
129706,2026-03-12 14:18:50,"0,573","4,286","18,89","20,06","17,43","20,13","15,71","316,22",3141,73,RAMPA
130773,2026-03-12 14:18:51,"0,563","4,312","19,1","20,41","17,65","20,78","15,69","326,07",3149,74,RAMPA
131840,2026-03-12 14:18:52,"0,605","4,404","19,39","20,56","17,86","21,52","15,7","337,81",3149,75,RAMPA
132907,2026-03-12 14:18:53,"0,597","4,473","19,72","20,98","18,23","22,24","15,65","348,01","3173,1",76,RAMPA
133877,2026-03-12 14:18:54,"0,579","4,523","19,93","21,22","18,33","22,3","15,63","348,6","3194,4",77,RAMPA
134847,2026-03-12 14:18:55,"0,572","4,524","19,98","21,2","18,38","22,22","15,61","346,92","3194,4",78,RAMPA
135914,2026-03-12 14:18:56,"0,56","4,526","19,99","21,2","18,28","22,42","15,6","349,72","3197,2",79,RAMPA
136981,2026-03-12 14:18:57,"0,539","4,683","20,81","22,06","19,05","24,42","15,53","379,33","3241,4",80,RAMPA
138049,2026-03-12 14:18:58,"0,643","4,673","20,74","22,04","18,93","23,7","15,54","368,38","3250,4",80,PATAMAR_5S
139116,2026-03-12 14:18:59,"0,617","4,678","20,72","21,95","18,86","23,47","15,51","364,02","3245,4",80,PATAMAR_5S
140183,2026-03-12 14:19:00,"0,593","4,678","20,71","21,96","18,75","23,51","15,52","364,93","3249,4",80,CALC_DEG
141250,2026-03-12 14:19:02,"0,631","4,655","20,69","21,92","18,68","23,53","15,5","364,79","3241,4",80,RAMPA
142317,2026-03-12 14:19:03,"0,618","4,484","19,87","20,98","17,88","22,11","15,56",344,"3197,2",79,RAMPA
143385,2026-03-12 14:19:04,"0,541","4,479","19,93","21,02","17,83","22,25","15,59","346,98","3182,2",78,RAMPA
144452,2026-03-12 14:19:05,"0,57","4,472","19,82","20,94","17,79","22,3","15,58","347,3","3181,1",77,RAMPA
145520,2026-03-12 14:19:06,"0,544","4,417","19,42","20,71","17,83","21,64","15,56","336,57","3162,1",76,RAMPA
146587,2026-03-12 14:19:07,"0,585","4,314","19,13","20,33","17,5","21,15","15,58","329,63",3141,75,RAMPA
147849,2026-03-12 14:19:08,"0,603","4,253","18,86","20,01","17,46","20,97","15,58","326,83","3120,9",74,RAMPA
148819,2026-03-12 14:19:09,"0,607","4,217","18,54","19,83","17,41","20,45","15,6","319,01","3119,3",73,RAMPA
149790,2026-03-12 14:19:10,"0,501","4,156","18,32","19,49","17,19","20,37","15,62","318,06","3124,9",72,RAMPA
150760,2026-03-12 14:19:11,"0,489","4,081","17,9","19,08","16,71","18,88","15,64","295,25","3079,5",71,RAMPA
151730,2026-03-12 14:19:12,"0,522","4,035","17,81","18,94","16,61","18,74","15,65","293,3","3075,1",70,RAMPA
152797,2026-03-12 14:19:13,"0,555","4,028","17,79",19,"16,56","18,82","15,65","294,58","3072,7",70,PATAMAR_5S
153767,2026-03-12 14:19:14,"0,479","4,03","17,8","18,98","16,62","19,81","15,64","309,93",3053,70,PATAMAR_5S
154737,2026-03-12 14:19:15,"0,522","4,034","17,81","18,96","16,56","18,54","15,64","290,01","3039,8",70,CALC_DEG
155707,2026-03-12 14:19:16,"0,482","4,037","17,83","19,01","16,41","18,49","15,64","289,18","3097,2",70,RAMPA
156774,2026-03-12 14:19:17,"0,487",4,"17,7","18,81","16,18","18,03","15,64","281,99","3060,7",69,RAMPA
157744,2026-03-12 14:19:18,"0,499","3,941","17,38","18,46","15,98","17,63","15,67","276,29","3088,4",68,RAMPA
158811,2026-03-12 14:19:19,"0,488","3,857","16,92","18,01","15,57","16,88","15,68","264,6","2992,4",67,RAMPA
159878,2026-03-12 14:19:20,"0,498","3,806","16,78","17,79","15,34","16,42","15,69","257,59","2980,3",66,RAMPA
160945,2026-03-12 14:19:21,"0,501","3,752","16,53","17,55","15,32","16,18","15,71","254,12","3008,4",65,RAMPA
162012,2026-03-12 14:19:22,"0,523","3,72","16,38","17,33","15,17","15,86","15,72","249,33","2988,4",64,RAMPA
163079,2026-03-12 14:19:23,"0,552","3,609","15,88","16,89","14,68","15,08","15,72","237,1",2908,63,RAMPA
164146,2026-03-12 14:19:24,"0,551","3,557","15,65","16,65","14,53","14,81","15,72","232,75",2892,62,RAMPA
165213,2026-03-12 14:19:26,"0,514","3,53","15,47","16,46","14,41","14,63","15,74","230,27","2920,1",61,RAMPA
166280,2026-03-12 14:19:27,"0,474","3,473","15,28","16,26","14,11","14,41","15,76","227,12",2892,60,RAMPA
167347,2026-03-12 14:19:28,"0,476","3,47","15,29","16,33","14,27","14,28","15,76","225,17","2847,8",60,PATAMAR_5S
168414,2026-03-12 14:19:29,"0,486","3,473","15,36","16,34","14,28","14,31","15,75","225,48","2920,1",60,PATAMAR_5S
169481,2026-03-12 14:19:30,"0,494","3,467","15,25","16,26","14,36","14,18","15,73","223,08",2896,60,CALC_DEG
170548,2026-03-12 14:19:31,"0,558","3,435","15,36","16,22","14,15","14,18","15,76","223,47",2904,60,RAMPA
171615,2026-03-12 14:19:32,"0,45","3,411","14,92","15,87","13,66","13,74","15,77","216,7","2843,8",59,RAMPA
172585,2026-03-12 14:19:33,"0,47","3,337","14,64","15,54","13,42","13,22","15,78","208,7","2907,2",58,RAMPA
173652,2026-03-12 14:19:34,"0,474","3,285","14,43","15,34","13,15","12,87","15,8","203,22","2831,7",57,RAMPA
174719,2026-03-12 14:19:35,"0,501","3,239","14,27","15,24","12,95","12,43","15,79","196,31","2875,9",56,RAMPA
175786,2026-03-12 14:19:36,"0,481","3,112","13,58","14,49","12,33","11,5","15,83","182,07","2791,5",55,RAMPA
176853,2026-03-12 14:19:37,"0,447","3,057","13,56","14,35","12,04","11,12","15,84","176,18","2735,3",54,RAMPA
177920,2026-03-12 14:19:38,"0,473","3,008","13,01","14,4","11,58","10,91","15,84","172,88","2763,4",53,RAMPA
178987,2026-03-12 14:19:39,"0,406","2,985","13,07","13,97","11,64","10,59","15,85","167,8","2767,4",52,RAMPA
180055,2026-03-12 14:19:40,"0,45","2,878","12,78","13,45","11,13","9,95","15,87","157,89","2704,7",51,RAMPA
181122,2026-03-12 14:19:41,"0,429","2,825","12,47","13,29","10,86","9,84","15,88","156,27",2659,50,RAMPA
182190,2026-03-12 14:19:42,"0,417","2,823","12,4","13,31","10,8","9,7","15,87","153,9","2696,6",50,PATAMAR_5S
183257,2026-03-12 14:19:44,"0,406","2,819","12,52","13,36","10,84","9,78","15,87","155,24","2675,1",50,PATAMAR_5S
184324,2026-03-12 14:19:45,"0,436","2,808","12,45","13,33","10,81","9,79","15,88","155,55","2715,2",50,CALC_DEG
185392,2026-03-12 14:19:46,"0,39","2,824","12,5","13,34","10,56","9,84","15,88","156,26","2668,5",50,RAMPA
186459,2026-03-12 14:19:47,"0,41","2,774","12,21","13,16","10,71","9,54","15,89","151,63",2663,49,RAMPA
187527,2026-03-12 14:19:48,"0,416","2,722","12,11","12,94","10,18","9,41","15,89","149,6","2668,5",48,RAMPA
188497,2026-03-12 14:19:49,"0,384","2,646","11,65","12,42","9,91","8,98","15,91","142,84","2637,7",47,RAMPA
189467,2026-03-12 14:19:50,"0,396","2,568","11,33","12,13","9,91","8,4","15,9","133,55","2571,4",46,RAMPA
190437,2026-03-12 14:19:51,"0,397","2,519","11,25","11,94","9,73","8,2","15,92","130,53","2518,4",45,RAMPA
191699,2026-03-12 14:19:52,"0,373","2,441","10,89","11,65",9,"7,93","15,93","126,29","2458,7",44,RAMPA
192766,2026-03-12 14:19:53,"0,4","2,381","10,53","11,37","8,68","7,42","15,93","118,24","2486,3",43,RAMPA
193833,2026-03-12 14:19:54,"0,336","2,323","10,3","11,06","9,38","7,64","15,95","121,92",2418,42,RAMPA
194901,2026-03-12 14:19:55,"0,288","2,267","9,96","10,87","9,23","7,43","15,95","118,43","2375,6",41,RAMPA
195968,2026-03-12 14:19:56,"0,293","2,194","9,66","10,54","9,18","7,25","15,97","115,83","2389,9",40,RAMPA
197035,2026-03-12 14:19:57,"0,323","2,194","9,64","10,44","9,22","7,44","15,97","118,8","2325,6",40,PATAMAR_5S
198103,2026-03-12 14:19:58,"0,342","2,198","9,71","10,62","9,16","7,52","15,97","120,05","2367,6",40,PATAMAR_5S
199170,2026-03-12 14:19:59,"0,35","2,196","9,72","10,48","9,12","7,85","15,97","125,31","2357,7",40,CALC_DEG
200237,2026-03-12 14:20:01,"0,289","2,193","9,71","10,57","9,18","8,39","15,97","134,04","2333,6",40,RAMPA
201305,2026-03-12 14:20:02,"0,316","2,111","9,4","10,15","8,83","7,97","15,99","127,4","2351,5",39,RAMPA
202372,2026-03-12 14:20:03,"0,269","2,057","9,16","9,9","8,59","7,86","15,99","125,72","2357,7",38,RAMPA
203439,2026-03-12 14:20:04,"0,263","2,007","8,96","9,68","8,39","6,96",16,"111,34","2293,5",37,RAMPA
204507,2026-03-12 14:20:05,"0,262","1,909","8,72","9,36","8,05","6,56","16,02","105,05",2195,36,RAMPA
205574,2026-03-12 14:20:06,"0,221","1,849","8,36","8,91","7,68","6,06","16,02","97,04","2217,2",35,RAMPA
206641,2026-03-12 14:20:07,"0,241","1,791","8,09","8,68","7,49","5,72","16,04","91,76",2177,34,RAMPA
207709,2026-03-12 14:20:08,"0,231","1,74","7,75","8,3","7,3","5,78","16,04","92,8","2126,8",33,RAMPA
208776,2026-03-12 14:20:09,"0,238","1,694","7,58","8,13","7,02","5,6","16,05","89,81","2104,7",32,RAMPA
209843,2026-03-12 14:20:10,"0,245","1,59","7,29","7,81","6,81","5,51","16,06","88,47","2060,5",31,RAMPA
210910,2026-03-12 14:20:11,"0,276","1,531","6,95","7,6","6,57","4,96","16,05","79,65","2080,6",30,RAMPA
211977,2026-03-12 14:20:12,"0,274","1,53","6,94","7,54","6,6","5,07","16,06","81,37","2008,3",30,PATAMAR_5S
213044,2026-03-12 14:20:13,"0,224","1,531",7,"7,62","6,65","5,42","16,07","87,01","1960,1",30,PATAMAR_5S
214111,2026-03-12 14:20:14,"0,216","1,532","6,96","7,59","6,7","5,05","16,07","81,17","1952,1",30,CALC_DEG
215178,2026-03-12 14:20:15,"0,226","1,531",7,"7,61","6,61","5,18","16,06","83,24","1960,1",30,RAMPA
216245,2026-03-12 14:20:17,"0,231","1,504","6,8","7,45","6,58","5,11","16,08","82,23","1980,2",29,RAMPA
217215,2026-03-12 14:20:18,"0,234","1,413","6,51","7,04","6,17","4,56","16,07","73,21","1877,8",28,RAMPA
218184,2026-03-12 14:20:18,"0,201","1,348","6,21","6,65","5,85","4,35","16,09","70,06","1910,7",27,RAMPA
219154,2026-03-12 14:20:19,"0,208","1,28","5,93","6,39","5,57","4,16","16,1","67,01",1838,26,RAMPA
220221,2026-03-12 14:20:21,"0,2","1,217","5,73","6,11","5,33","3,94","16,09","63,38","1767,3",25,RAMPA
221288,2026-03-12 14:20:22,"0,186","1,171","5,4","5,79","5,18","3,86","16,1","62,13","1763,3",24,RAMPA
222355,2026-03-12 14:20:23,"0,151","1,06","5,05","5,41","4,84","3,31","16,12","53,4",1699,23,RAMPA
223422,2026-03-12 14:20:24,"0,161","1,017","4,92","5,3","4,68","3,11","16,11","50,06","1658,9",22,RAMPA
224489,2026-03-12 14:20:25,"0,162","0,984","4,81","5,1","4,47","3,04","16,12","48,99","1638,8",21,RAMPA
225556,2026-03-12 14:20:26,"0,103","0,871","4,69","4,87","4,06","2,88","16,13","46,39","1550,4",20,RAMPA
226623,2026-03-12 14:20:27,"0,095","0,872","4,56","4,84","4,17","3,03","16,13","48,91","1486,1",20,PATAMAR_5S
227690,2026-03-12 14:20:28,"0,093","0,871","4,4","4,77","4,2","3,11","16,13","50,09","1502,2",20,PATAMAR_5S
228757,2026-03-12 14:20:29,"0,128","0,884","4,5","4,78","4,12","3,2","16,14","51,63","1506,2",20,CALC_DEG
229824,2026-03-12 14:20:30,"0,1","0,884","4,44","4,63","3,98","3,1","16,14","49,99","1502,2",20,RAMPA
230891,2026-03-12 14:20:31,"0,097","0,83","4,11","4,4","3,8","2,92","16,14","47,15","1482,1",19,RAMPA
231957,2026-03-12 14:20:32,"0,111","0,785","3,86","4,14","3,25","2,64","16,15","42,6","1463,4",18,RAMPA
233024,2026-03-12 14:20:33,"0,034","0,716","3,66","3,92","3,08","2,55","16,14","41,2","1365,6",17,RAMPA
234091,2026-03-12 14:20:34,"0,024","0,642","3,46","3,72","2,91","2,31","16,16","37,39","1369,7",16,RAMPA
235061,2026-03-12 14:20:35,"0,043","0,594","2,99","3,28","2,53","2,13","16,16","34,36","1272,5",15,RAMPA
236128,2026-03-12 14:20:36,"0,059","0,552","2,82","3,06","2,47","2,04","16,16","32,95","1184,9",14,RAMPA
237098,2026-03-12 14:20:37,"0,063","0,537","2,77",3,"2,34","2,08","16,16","33,55","1157,6",13,RAMPA
238068,2026-03-12 14:20:38,"0,038","0,444","2,58","2,77","2,16","2,02","16,17","32,6","1047,1",12,RAMPA
239329,2026-03-12 14:20:40,"0,023","0,384","2,11","2,33","1,77","1,92","16,18","31,04","995,8",11,RAMPA
240396,2026-03-12 14:20:41,"0,004","0,333","2,66","2,16","8,75","1,64","16,18","26,51","915,8",10,RAMPA
241463,2026-03-12 14:20:42,"0,014","0,329","2,96","2,91","2,83","1,77","16,18","28,65","919,8",10,PATAMAR_5S
242530,2026-03-12 14:20:43,"0,008","0,327","2,1","2,37","2,61","0,75","16,18","12,09","899,7",10,PATAMAR_5S
243597,2026-03-12 14:20:44,"0,015","0,326","1,93","2,14","1,92","-0,55","16,18",0,"903,7",10,CALC_DEG
244663,2026-03-12 14:20:45,"0,013","0,325","1,88","2,19","1,89","-0,34","16,18",0,"936,7",10,RAMPA
