Millis,Data,Torque(Nm),Thrust(Kg),AC1(A),AC2(A),AC3(A),DC_Total(A),Voltage(V),Electrical power(W),RPM,Throttle(%), Motor State
88434,2026-03-12 14:37:30,"0,577","2,821","11,51","13,34","12,37","9,14","15,4","140,85","2686,3",50,PATAMAR_5S
89404,2026-03-12 14:37:31,"0,514","2,823","11,46","13,23","12,44","9,25","15,4","142,56","2637,7",50,PATAMAR_5S
90470,2026-03-12 14:37:32,"0,553","2,815","11,43","13,23","12,52","9,26","15,41","142,63","2633,3",50,CALC_DEG
91440,2026-03-12 14:37:33,"0,581","2,812","11,41","13,19","12,47","9,31","15,4","143,39","2677,5",50,RAMPA
92409,2026-03-12 14:37:34,"0,617","2,857","11,81","13,51","12,74","9,65","15,39","148,58","2671,4",51,RAMPA
93379,2026-03-12 14:37:35,"0,552","2,939","12,07","13,92","12,81","10,05","15,37","154,51","2708,4",52,RAMPA
94446,2026-03-12 14:37:36,"0,665","3,006","12,14","14,24","12,79","10,25","15,37","157,45","2727,3",53,RAMPA
95415,2026-03-12 14:37:37,"0,597","3,032","12,45","14,35","13,07","10,54","15,34","161,67","2812,9",54,RAMPA
96385,2026-03-12 14:37:38,"0,63","3,072","12,55","14,45","13,29","10,92","15,34","167,49",2757,55,RAMPA
97354,2026-03-12 14:37:39,"0,573","3,186","13,31","15,21","13,88","11,72","15,31","179,41","2821,8",56,RAMPA
98421,2026-03-12 14:37:40,"0,566","3,263","13,42","15,32","14,1","12,04","15,29","184,11","2823,7",57,RAMPA
99390,2026-03-12 14:37:41,"0,555","3,295","13,48","15,54","14,36","12,44","15,27","189,92",2866,58,RAMPA
100360,2026-03-12 14:37:42,"0,565","3,355","13,75","15,86","14,59","12,87","15,26","196,49","2840,9",59,RAMPA
101817,2026-03-12 14:37:44,"0,595","3,426","13,98","16,05","14,78","13,19","15,24","200,92","2882,7",60,RAMPA
102884,2026-03-12 14:37:45,"0,613","3,412","14,01","16,07","14,89","13,31","15,24","202,78",2896,60,PATAMAR_5S
103950,2026-03-12 14:37:46,"0,621","3,398","14,05","16,22","14,97","13,48","15,23","205,37","2942,9",60,PATAMAR_5S
105017,2026-03-12 14:37:47,"0,59","3,424","14,03","16,09","14,86","13,31","15,22","202,66","2871,9",60,CALC_DEG
106083,2026-03-12 14:37:48,"0,614","3,401",14,"16,04","14,86","13,36","15,22","203,39","2878,6",60,RAMPA
107149,2026-03-12 14:37:49,"0,606","3,492","14,3","16,49","15,03","14,18","15,2","215,51","2930,8",61,RAMPA
108216,2026-03-12 14:37:50,"0,545","3,518","14,39","16,57","15,28","13,23","15,2","200,99",2904,62,RAMPA
109282,2026-03-12 14:37:51,"0,621","3,581","14,52","16,78","15,46","13,91","15,17","210,98","2922,8",63,RAMPA
110349,2026-03-12 14:37:52,"0,634","3,616","14,82","16,99","15,79","14,35","15,17","217,66","2916,1",64,RAMPA
111318,2026-03-12 14:37:53,"0,686","3,69","15,2","17,43","16,1","14,97","15,13","226,46","2945,6",65,RAMPA
112385,2026-03-12 14:37:54,"0,629","3,752","15,37","17,61","16,36","15,51","15,12","234,54","2980,3",66,RAMPA
113354,2026-03-12 14:37:55,"0,627","3,799","15,6","17,89","16,59","15,86","15,08","239,27","2967,7",67,RAMPA
114324,2026-03-12 14:37:56,"0,575","3,824","15,76","18,11","16,69","16,1","15,1","243,1","2995,6",68,RAMPA
115293,2026-03-12 14:37:57,"0,595","3,927","16,16","18,67","17,13","16,96","15,07","255,56","3056,2",69,RAMPA
116360,2026-03-12 14:37:58,"0,59","3,979","16,38","18,81","17,25","17,51","15,06","263,64","3056,6",70,RAMPA
117329,2026-03-12 14:37:59,"0,627","3,983","16,19","18,7","17,32","17,29","15,05","260,27","3011,9",70,PATAMAR_5S
118299,2026-03-12 14:38:00,"0,665","3,986","16,27","18,66","17,23","17,29","15,03","259,83","3044,2",70,PATAMAR_5S
119365,2026-03-12 14:38:01,"0,61","3,98","16,28","18,67","17,14","17,14","15,03","257,52","3047,4",70,PATAMAR_5S
120335,2026-03-12 14:38:02,"0,649","3,994","16,26","18,65","17,11","17,19","15,04","258,57","3057,4",70,CALC_DEG
121305,2026-03-12 14:38:03,"0,594","3,99","16,25","18,65","17,07","17,16","15,02","257,87",3053,70,RAMPA
122274,2026-03-12 14:38:04,"0,721","4,014","16,39","18,86","17,24","17,2","15,01","258,25","3047,3",71,RAMPA
123341,2026-03-12 14:38:05,"0,636","4,043","16,45","18,96","17,39","17,51","15,01","262,79","3052,6",72,RAMPA
124310,2026-03-12 14:38:06,"0,677","4,14","16,97","19,55","17,84","18,56","14,96","277,65",3096,73,RAMPA
125280,2026-03-12 14:38:07,"0,647","4,199","17,14","19,64","18,1","19,26","14,95",288,"3083,9",74,RAMPA
126249,2026-03-12 14:38:08,"0,57","4,251","17,43","20,02","18,37","19,09","14,94","285,11","3100,4",75,RAMPA
127316,2026-03-12 14:38:09,"0,611","4,284","17,51","20,13","18,44","19,58","14,94","292,49","3112,9",76,RAMPA
128286,2026-03-12 14:38:10,"0,6","4,356","17,95","20,59","18,85","20,49","14,88","304,96","3141,4",77,RAMPA
129255,2026-03-12 14:38:11,"0,644","4,384","17,96","20,52","18,79","20,53","14,87","305,32","3144,6",78,RAMPA
130322,2026-03-12 14:38:12,"0,638","4,369","17,9","20,6","18,63","20,48","14,87","304,58",3145,79,RAMPA
131291,2026-03-12 14:38:13,"0,7","4,505","18,75","21,26","19,45","22,04","14,83","326,84","3188,9",80,RAMPA
132261,2026-03-12 14:38:14,"0,74","4,534","18,67","21,24","19,52","22,04","14,82","326,6","3198,8",80,PATAMAR_5S
133231,2026-03-12 14:38:15,"0,746","4,521","18,62","21,27","19,57","22,04","14,83","326,82","3198,8",80,PATAMAR_5S
134298,2026-03-12 14:38:16,"0,74","4,514","18,57","21,22","19,52","22,02","14,81","326,2","3193,2",80,PATAMAR_5S
135268,2026-03-12 14:38:17,"0,777","4,516","18,58","21,18","19,51","21,96","14,82","325,5","3194,4",80,CALC_DEG
136238,2026-03-12 14:38:18,"0,807","4,505","18,54","21,13","19,5","21,98","14,83","326,05",3190,80,RAMPA
137207,2026-03-12 14:38:19,"0,752","4,367","17,72","20,27","18,6","20,56","14,83","304,91","3140,2",79,RAMPA
138274,2026-03-12 14:38:20,"0,665","4,319","17,66","20,23","18,63","20,44","14,83","303,06","3124,9",78,RAMPA
139244,2026-03-12 14:38:21,"0,701","4,299","17,65","20,29","18,61","20,42","14,84","303,1","3123,7",77,RAMPA
140214,2026-03-12 14:38:22,"0,755","4,216","17,22","19,77","18,26","19,43","14,86","288,86","3092,8",76,RAMPA
141184,2026-03-12 14:38:23,"0,671","4,179","17,16","19,71","18,13","19,16","14,88","285,07","3075,1",75,RAMPA
142251,2026-03-12 14:38:24,"0,704","4,105","16,14","18,75","18,53","21,14","14,88","314,7","3052,6",74,RAMPA
143221,2026-03-12 14:38:25,"0,677","4,064","16,66","19,12","17,63","18,25","14,89","271,68","3044,2",73,RAMPA
144484,2026-03-12 14:38:26,"0,723","3,972","16,2","18,5","17,15","17,31","14,91","258,19","3041,8",72,RAMPA
145551,2026-03-12 14:38:27,"0,718","3,906","15,99","18,34","16,99","16,98","14,92","253,34","3020,5",71,RAMPA
146618,2026-03-12 14:38:29,"0,661","3,873","15,9","18,21","16,91","16,78","14,94","250,67","2984,3",70,RAMPA
147684,2026-03-12 14:38:30,"0,746","3,894","15,95","18,24","16,87","16,77","14,92","250,08","2975,1",70,PATAMAR_5S
148751,2026-03-12 14:38:31,"0,731","3,898","15,95","18,24","16,88","16,7","14,92","249,16","2992,4",70,PATAMAR_5S
149818,2026-03-12 14:38:32,"0,751","3,901","15,94","18,2","16,83","16,66","14,92","248,56","3024,5",70,CALC_DEG
150885,2026-03-12 14:38:33,"0,692","3,891","15,92","18,3","16,87","16,75","14,94","250,23","2992,4",70,RAMPA
151952,2026-03-12 14:38:34,"0,671","3,851","15,75","18,01","16,62","16,36","14,93","244,18","3000,4",69,RAMPA
153019,2026-03-12 14:38:35,"0,677","3,75","15,32","17,59","16,18","15,58","14,96","233,15","2940,2",68,RAMPA
154086,2026-03-12 14:38:36,"0,688","3,71","15,17","17,34","16,05","15,24","14,96",228,"3000,4",67,RAMPA
155153,2026-03-12 14:38:37,"0,682","3,663","14,98","17,14","15,79","15,04","14,96","225,01","2928,1",66,RAMPA
156123,2026-03-12 14:38:38,"0,695","3,619","14,71","16,89","15,63","14,46","14,98","216,55","2889,5",65,RAMPA
157093,2026-03-12 14:38:39,"0,682","3,539","14,32","16,25","15,1","13,75",15,"206,27","2880,7",64,RAMPA
158063,2026-03-12 14:38:40,"0,62","3,471","14,14","16,11",15,"13,51","15,01","202,86","2840,9",63,RAMPA
159129,2026-03-12 14:38:41,"0,625","3,416","13,98","15,96","14,73","13,1","15,02","196,78","2814,3",62,RAMPA
160099,2026-03-12 14:38:42,"0,536","3,384","13,8","15,77","14,61","12,89","15,02","193,71","2827,7",61,RAMPA
161069,2026-03-12 14:38:43,"0,537","3,3","13,38","15,33","14,24","12,31","15,04","185,2","2836,5",60,RAMPA
162039,2026-03-12 14:38:44,"0,614","3,288","13,35","15,31","14,25","12,26","15,06","184,52","2743,7",60,PATAMAR_5S
163106,2026-03-12 14:38:45,"0,588","3,291","13,45","15,32","14,24","12,21","15,05","183,68","2767,4",60,PATAMAR_5S
164076,2026-03-12 14:38:46,"0,589","3,286","13,39","15,27","14,22","12,19","15,04","183,41","2840,9",60,CALC_DEG
165046,2026-03-12 14:38:47,"0,544","3,276","13,34","15,34","14,26","12,27","15,05","184,63","2774,7",60,RAMPA
166016,2026-03-12 14:38:48,"0,576","3,253","13,25","15,18","14,1","12,09","15,05","182,03","2787,9",59,RAMPA
166986,2026-03-12 14:38:49,"0,562","3,202","13,08","14,96","13,77","11,58","15,07","174,47","2796,8",58,RAMPA
168053,2026-03-12 14:38:50,"0,528","3,133","12,8","14,67","13,6","11,3","15,08","170,38","2779,5",57,RAMPA
169023,2026-03-12 14:38:51,"0,473","3,074","12,37","14,23","13,19","10,68","15,06","160,94","2796,8",56,RAMPA
169992,2026-03-12 14:38:52,"0,424","2,994","12,2","13,74","12,86","10,32","15,1","155,86","2711,2",55,RAMPA
170961,2026-03-12 14:38:53,"0,487","2,935","12,04","13,71","12,61","9,96","15,09","150,34","2715,6",54,RAMPA
172028,2026-03-12 14:38:54,"0,525","2,885","11,76","13,53","12,5","9,74","15,12","147,27",2659,53,RAMPA
172997,2026-03-12 14:38:55,"0,511","2,807","11,37","13,06","12,1","9,13","15,14","138,19","2622,7",52,RAMPA
173967,2026-03-12 14:38:56,"0,5","2,759","11,33","12,89","11,91","8,83","15,15","133,73","2664,2",51,RAMPA
175033,2026-03-12 14:38:57,"0,482","2,704","10,95","12,73","11,78","8,68","15,15","131,49","2589,1",50,RAMPA
176003,2026-03-12 14:38:58,"0,495","2,708","10,99","12,7","11,83","8,62","15,15","130,52",2620,50,PATAMAR_5S
176972,2026-03-12 14:38:59,"0,47","2,717","11,21","12,87","11,79","8,61","15,16","130,51","2587,4",50,PATAMAR_5S
177942,2026-03-12 14:39:00,"0,479","2,714","11,04","12,73","11,8","8,64","15,15","130,85","2580,3",50,PATAMAR_5S
179008,2026-03-12 14:39:01,"0,452","2,71","11,04","12,7","11,72","8,62","15,16","130,66","2589,1",50,CALC_DEG
179978,2026-03-12 14:39:02,"0,437","2,705","11,05","12,63","11,71","8,62","15,16","130,66","2602,4",50,RAMPA
180947,2026-03-12 14:39:03,"0,444","2,657","10,78","12,45","11,58","8,43","15,16","127,76","2613,9",49,RAMPA
182014,2026-03-12 14:39:04,"0,518","2,568","10,42","12,07","11,18","7,86","15,18","119,31",2655,48,RAMPA
182983,2026-03-12 14:39:05,"0,454","2,524","10,23","11,83","10,94","7,59","15,18","115,24","2481,2",47,RAMPA
183953,2026-03-12 14:39:06,"0,428","2,451","9,92","11,5","10,61","7,24","15,18","109,95","2456,6",46,RAMPA
184922,2026-03-12 14:39:07,"0,393","2,391","9,82","11,34","10,52","6,97","15,2","106,02","2428,1",45,RAMPA
185989,2026-03-12 14:39:08,"0,44","2,303","9,32","10,89","10,13","6,56","15,22","99,8","2341,7",44,RAMPA
187249,2026-03-12 14:39:09,"0,415","2,26","9,19","10,75","10,04","6,48","15,22","98,57","2394,6",43,RAMPA
188316,2026-03-12 14:39:10,"0,39","2,207","9,17","10,58","9,72","6,15","15,22","93,64","2357,7",42,RAMPA
189382,2026-03-12 14:39:11,"0,369","2,147","8,87","10,28","9,54","5,92","15,24","90,19","2347,9",41,RAMPA
190448,2026-03-12 14:39:12,"0,39","2,066","8,39","9,78","9,18","5,45","15,24","83,03","2339,9",40,RAMPA
191515,2026-03-12 14:39:13,"0,418","2,049","8,61","9,97","9,12","5,47","15,25","83,45","2321,6",40,PATAMAR_5S
192581,2026-03-12 14:39:14,"0,335","2,053","8,52","9,85","9,12","5,48","15,23","83,49","2287,6",40,PATAMAR_5S
193648,2026-03-12 14:39:16,"0,357","2,06","8,5","9,89","9,22","5,49","15,25","83,72","2253,3",40,CALC_DEG
194714,2026-03-12 14:39:17,"0,406","2,063","8,54","9,91","9,14","5,51","15,25","84,09","2315,7",40,RAMPA
195781,2026-03-12 14:39:18,"0,357","1,996","8,25","9,59","8,89","5,28","15,26","80,55","2245,3",39,RAMPA
196847,2026-03-12 14:39:19,"0,331","1,95","8,12","9,36","8,68","5,04","15,26","76,89","2243,4",38,RAMPA
197914,2026-03-12 14:39:20,"0,342","1,877","7,91","9,09","8,42","4,77","15,27","72,78","2217,2",37,RAMPA
198884,2026-03-12 14:39:21,"0,343","1,816","7,41","8,55","7,95","4,28","15,29","65,51","2142,9",36,RAMPA
199853,2026-03-12 14:39:22,"0,301","1,761","7,26","8,44","7,82","4,12","15,29","62,91","2140,6",35,RAMPA
200920,2026-03-12 14:39:23,"0,318","1,698","7,09","8,17","7,6","3,96","15,29","60,58","2148,9",34,RAMPA
201889,2026-03-12 14:39:24,"0,29","1,632","6,94","8,02","7,42","3,79","15,3",58,"2087,6",33,RAMPA
202859,2026-03-12 14:39:25,"0,246","1,573","6,46","7,53","7,13","3,48","15,32","53,29","2054,5",32,RAMPA
203925,2026-03-12 14:39:26,"0,286","1,512","6,35","7,44","6,87","3,28","15,32","50,27","1937,8",31,RAMPA
204895,2026-03-12 14:39:27,"0,259","1,469","6,15","7,11","6,69","3,05","15,33","46,75","2023,6",30,RAMPA
205864,2026-03-12 14:39:28,"0,238","1,457","6,25","7,09","6,71","3,09","15,32","47,38",1893,30,PATAMAR_5S
206834,2026-03-12 14:39:29,"0,236","1,46","6,24","7,08","6,76","3,11","15,32","47,7",1975,30,PATAMAR_5S
207900,2026-03-12 14:39:30,"0,238","1,459","6,19","7,08","6,65","3,15","15,32","48,19","1901,6",30,PATAMAR_5S
208870,2026-03-12 14:39:31,"0,231","1,459","6,05","7,28","6,62","3,09","15,32","47,28","1930,8",30,CALC_DEG
209840,2026-03-12 14:39:32,"0,238","1,462","6,13","7,21","6,65","3,12","15,32","47,84",1944,30,RAMPA
210810,2026-03-12 14:39:33,"0,234","1,427",6,"7,05","6,58","3,03","15,33","46,46","1882,2",29,RAMPA
211877,2026-03-12 14:39:34,"0,23","1,295","5,61","6,41","5,89","2,58","15,34","39,53","1827,6",28,RAMPA
212847,2026-03-12 14:39:35,"0,18","1,26","5,36","6,19","5,78","2,49","15,35","38,19","1815,9",27,RAMPA
213817,2026-03-12 14:39:36,"0,221","1,21","5,19","6,04","5,52","2,28","15,36","35,01","1736,4",26,RAMPA
214787,2026-03-12 14:39:37,"0,246","1,15","5,02","5,8","5,32","2,12","15,36","32,55",1701,25,RAMPA
215757,2026-03-12 14:39:38,"0,215","1,078","4,65","5,32","5,02","1,87","15,37","28,73","1683,4",24,RAMPA
216823,2026-03-12 14:39:39,"0,201","0,984","4,42","5,15","4,87","1,77","15,38","27,28","1648,4",23,RAMPA
217793,2026-03-12 14:39:40,"0,162","0,971","4,35","4,98","4,6","1,67","15,38","25,61","1559,6",22,RAMPA
218763,2026-03-12 14:39:41,"0,169","0,931","4,21","4,81","4,43","1,57","15,38","24,17","1564,1",21,RAMPA
219733,2026-03-12 14:39:42,"0,131","0,837","3,66","4,24","3,85","1,21","15,4","18,6",1511,20,RAMPA
220800,2026-03-12 14:39:43,"0,157","0,808","3,66","4,2","3,92","1,22","15,4","18,75","1482,1",20,PATAMAR_5S
221770,2026-03-12 14:39:44,"0,181","0,808","3,72","4,29","3,86","1,21","15,39","18,56","1409,4",20,PATAMAR_5S
222740,2026-03-12 14:39:45,"0,174","0,806","3,68","4,24","3,91","1,19","15,39","18,36","1387,3",20,CALC_DEG
223710,2026-03-12 14:39:46,"0,156","0,803","3,64","4,28","3,96","1,21","15,39","18,56","1471,3",20,RAMPA
224680,2026-03-12 14:39:47,"0,153","0,767","3,55","4,09","3,69","1,05","15,4","16,19","1369,7",19,RAMPA
225747,2026-03-12 14:39:48,"0,129","0,699","3,39","3,91","3,5",1,"15,4","15,47","1385,7",18,RAMPA
226717,2026-03-12 14:39:49,"0,149","0,662","3,17","3,7","3,36","0,91","15,41","13,98","1294,6",17,RAMPA
227687,2026-03-12 14:39:50,"0,152","0,589","2,81","3,26","3,02","0,77","15,41","11,79","1307,8",16,RAMPA
228657,2026-03-12 14:39:51,"0,134","0,54","2,57","3,05","2,81","0,66","15,42","10,11","1153,2",15,RAMPA
229724,2026-03-12 14:39:52,"0,144","0,501","2,53","2,92","2,61","0,39","15,42","5,95","1176,9",14,RAMPA
230694,2026-03-12 14:39:53,"0,137","0,477","2,44","2,78","2,5",0,"15,42",0,"1135,5",13,RAMPA
231664,2026-03-12 14:39:54,"0,114","0,399","2,04","2,41","2,07",0,"15,42",0,"994,1",12,RAMPA
232925,2026-03-12 14:39:55,"0,104","0,341","1,82","2,21","1,87",0,"15,43",0,"927,8",11,RAMPA
233991,2026-03-12 14:39:56,"0,102","0,302","1,77","2,05","1,68",0,"15,43",0,"896,5",10,RAMPA
235058,2026-03-12 14:39:57,"0,09","0,299","1,7","2,02","1,72",0,"15,43",0,"903,7",10,PATAMAR_5S
236125,2026-03-12 14:39:58,"0,093","0,304","1,92","2,01","2,11",0,"15,43",0,"879,6",10,PATAMAR_5S
237192,2026-03-12 14:39:59,"0,096","0,302","1,58","2,05","1,71",0,"15,44",0,"871,6",10,CALC_DEG
